WEO_Country_Group_Code,Year,BCA_NGDPD,GGR_NGDP,GGSB_NPGDP,GGXWDG_NGDP,GGX_NGDP,LUR,NGDP_RPCH,NGSD_NGDP,NID_NGDP,PCPIPCH,PPPPC,PPPSH,TM_RPCH,TX_RPCH
1,1980,,,,,,,2.228,23.746,26.601,17.282,,,1.53,4.708
1,1981,,,,,,,2.01,23.419,25.979,15.018,,,2.28,4.602
1,1982,,,,,,,0.747,22.113,24.582,14.283,,,-1.611,-1.495
1,1983,,,,,,,2.717,21.328,24.157,13.421,,,1.626,1.352
1,1984,,,,,,,4.632,22.572,25.127,13.958,,,8.788,8.398
1,1985,,,,,,,3.656,22.115,24.761,13.656,,,2.298,2.968
1,1986,,,,,,,3.377,22.08,24.59,11.742,,,5.471,3.738
1,1987,,,,,,,3.947,22.696,24.91,14.511,,,7.293,5.95
1,1988,,,,,,,4.524,23.842,25.821,19.093,,,8.91,8.964
1,1989,,,,,,,3.73,23.974,26.274,22.004,,,8.523,7.726
1,1990,,,,,,,3.226,23.804,25.827,25.419,,,6.676,7.113
1,1991,,,,,,,2.427,23.348,25.058,16.889,,,4.581,6.177
1,1992,,,,,,,2.18,22.543,24.268,39.33,,,5.261,5.537
1,1993,,,,,,,1.949,22.427,23.791,39.793,,,1.981,3.339
1,1994,,,,,,,3.154,22.606,24.172,30.844,,,10.211,8.71
1,1995,,,,,,,3.294,23.142,24.339,16.237,,,9.415,9.591
1,1996,,,,,,,3.858,23.848,24.219,9.526,,,7.07,6.063
1,1997,,,,,,,4.014,24.044,24.141,6.647,,,10.066,10.537
1,1998,,,,,,,2.645,23.736,23.838,6.297,,,5.192,4.485
1,1999,,,,,,,3.578,23.597,23.845,6.186,,,5.709,4.566
1,2000,,,,,,,4.77,24.101,24.31,4.97,,,12.562,12.46
1,2001,,,,,,,2.474,23.343,23.609,4.637,,,0.648,0.549
1,2002,,,,,,,2.787,22.742,22.949,3.715,,,3.861,3.899
1,2003,,,,,,,3.783,22.92,23.128,3.877,,,6.007,5.418
1,2004,,,,,,,5.254,23.815,23.822,3.784,,,10.727,10.954
1,2005,,,,,,,4.685,24.311,24.203,3.948,,,8.066,7.709
1,2006,,,,,,,5.266,25.384,24.766,3.939,,,9.204,9.617
1,2007,,,,,,,5.326,25.545,25.311,4.137,,,8.203,7.717
1,2008,,,,,,,2.895,25.097,25.307,6.278,,,3.041,2.827
1,2009,,,,,,,-0.379,23.232,23.255,2.626,,,-10.686,-9.82
1,2010,,,,,,,5.208,24.855,24.488,3.597,,,12.584,12.843
1,2011,,,,,,,4.048,25.737,25.24,4.934,,,7.096,6.648
1,2012,,,,,,,3.344,26.018,25.391,3.987,,,3.046,3.483
1,2013,,,,,,,3.358,25.981,25.441,3.521,,,3.521,3.538
1,2014,,,,,,,3.508,26.428,25.751,3.158,,,4.068,3.48
1,2015,,,,,,,3.431,26.195,25.791,2.704,,,2.726,3.137
1,2016,,,,,,,3.257,25.804,25.476,2.682,,,2.101,2.286
1,2017,,,,,,,3.837,26.445,25.966,3.236,,,5.659,5.427
1,2018,,,,,,,3.633,26.814,26.506,3.629,,,4.258,3.69
1,2019,,,,,,,2.913,26.833,26.47,3.503,,,1.123,1.247
1,2020,,,,,,,-2.687,26.646,26.374,3.262,,,-8.764,-8.195
1,2021,,,,,,,6.573,27.932,27.085,4.66,,,10.771,10.905
1,2022,,,,,,,3.551,27.929,27.431,8.627,,,6.08,5.243
1,2023,,,,,,,3.325,26.584,26.439,6.66,,,0.662,0.84
1,2024,,,,,,,3.232,26.398,26.22,5.757,,,3.009,3.247
110,1980,-1.078,,,,,5.59,1.32,23.491,26.496,13.674,10426.627,64.774,-0.936,6.052
110,1981,-0.657,,,,,6.331,1.83,23.419,25.775,11.121,11528.772,64.612,0.017,4.94
110,1982,-0.467,,,,,7.598,0.236,22.438,24.253,8.408,12181.924,64.407,-0.351,-0.953
110,1983,-0.374,,,,,7.918,3.177,21.644,23.955,6.074,12977.294,64.782,3.133,2.448
110,1984,-0.541,,,,,7.506,4.811,23.063,25.335,6.485,14006.45,64.952,11.326,9.814
110,1985,-0.561,,,,,7.353,3.686,22.574,24.846,5.474,14895.098,65.0,4.053,4.324
110,1986,-0.151,,,,,7.26,3.276,22.72,24.845,2.904,15599.5,64.995,7.619,3.83
110,1987,-0.298,,,,,6.89,3.788,23.089,25.215,3.178,16489.285,64.91,7.963,5.996
110,1988,-0.165,,,,,6.341,4.747,24.391,26.048,3.561,17762.954,65.112,9.433,8.761
110,1989,-0.342,,,,,5.885,3.981,24.291,26.331,4.748,19057.425,65.344,8.577,7.885
110,1990,-0.447,,,,,5.808,3.051,23.639,25.925,4.929,20197.075,64.825,5.959,7.013
110,1991,-0.167,,,,,6.45,1.618,23.449,24.992,4.746,21016.8,64.392,3.546,6.02
110,1992,-0.152,,,,,7.103,2.241,22.682,24.258,3.57,21661.478,59.323,4.744,5.262
110,1993,0.255,,,,,7.583,1.295,22.405,23.643,3.221,22175.319,59.122,0.757,2.655
110,1994,0.065,,,,,7.445,3.369,22.693,24.012,2.675,23250.995,59.397,11.184,8.765
110,1995,0.089,,,,,7.135,2.945,23.23,24.326,2.644,24115.937,59.471,9.263,9.223
110,1996,0.043,,,,,7.138,3.046,24.076,24.222,2.505,25140.537,59.039,6.914,6.264
110,1997,0.23,,,,,6.891,3.531,24.38,24.126,2.097,26307.055,58.732,9.327,10.929
110,1998,0.051,,,,,6.865,2.824,24.193,23.879,1.576,27178.218,58.81,5.983,4.153
110,1999,-0.371,,,,,6.633,3.626,23.736,23.966,1.399,28380.786,58.862,7.912,5.62
110,2000,-0.917,,,,,6.107,4.16,23.865,24.422,2.256,30040.28,58.331,12.148,12.029
110,2001,-0.895,35.388,-2.27,70.038,37.051,6.147,1.574,22.831,23.273,2.184,31012.453,57.867,-0.017,-0.246
110,2002,-0.844,34.241,-3.449,71.079,37.722,6.605,1.637,21.898,22.439,1.575,31801.682,57.242,2.937,2.635
110,2003,-0.775,34.476,-3.794,73.177,38.44,6.809,2.026,21.642,22.371,1.856,32879.334,56.345,4.298,3.17
110,2004,-0.626,34.821,-3.603,76.551,38.06,6.612,3.25,22.264,22.833,2.031,34646.429,55.326,9.081,9.557
110,2005,-1.101,35.519,-2.859,76.025,37.931,6.34,2.825,22.385,23.328,2.333,36506.458,54.381,6.772,6.293
110,2006,-1.229,36.177,-2.352,73.296,37.559,5.888,3.079,23.085,23.765,2.363,38541.561,53.297,7.884,8.871
110,2007,-0.998,36.58,-2.676,70.965,37.84,5.495,2.751,22.662,23.705,2.195,40395.749,52.054,5.362,6.762
110,2008,-1.352,36.202,-4.161,77.64,39.699,5.885,0.313,21.252,23.04,3.45,41017.761,50.799,0.371,2.008
110,2009,-0.209,34.841,-5.92,90.832,43.46,8.09,-3.368,19.313,19.972,0.189,39634.38,49.402,-11.335,-10.953
110,2010,0.03,34.604,-6.692,97.187,42.216,8.357,3.112,20.719,20.819,1.552,41135.103,48.446,11.573,12.097
110,2011,-0.101,35.195,-5.641,101.137,41.403,8.027,1.762,21.35,21.394,2.707,42479.04,47.496,5.331,6.222
110,2012,0.002,35.31,-4.435,105.363,40.785,8.085,1.164,21.651,21.351,2.006,43554.404,46.55,1.715,2.968
110,2013,0.463,36.489,-3.188,103.78,40.184,7.984,1.493,21.741,21.256,1.382,44754.763,45.738,2.456,3.024
110,2014,0.483,36.521,-2.599,103.257,39.603,7.335,2.103,22.372,21.626,1.353,46269.49,45.145,3.938,3.789
110,2015,0.594,36.104,-2.271,102.819,38.686,6.728,2.397,22.639,21.852,0.305,47558.775,44.723,4.789,3.81
110,2016,0.783,35.915,-2.46,105.214,38.562,6.26,1.829,22.372,21.702,0.747,48633.947,44.146,2.49,2.017
110,2017,0.953,35.773,-2.517,102.831,38.232,5.679,2.582,22.954,22.134,1.707,50567.752,43.639,4.856,4.966
110,2018,0.741,35.86,-2.573,102.378,38.29,5.136,2.276,23.064,22.451,1.959,52638.22,42.881,3.807,3.432
110,2019,0.741,35.605,-3.256,103.443,38.585,4.832,1.864,23.27,22.652,1.399,55079.351,42.512,2.031,1.436
110,2020,0.264,36.0,-7.063,121.843,46.184,6.615,-3.973,22.578,22.432,0.68,54121.158,42.029,-8.351,-8.939
110,2021,0.795,36.872,-6.411,115.403,43.963,5.618,5.968,23.54,22.742,3.1,59750.501,41.559,10.07,9.67
110,2022,-0.403,37.062,-4.517,109.898,40.109,4.5,2.919,23.176,23.438,7.31,65597.989,41.337,7.189,5.656
110,2023,0.224,35.332,-5.122,108.69,40.037,4.435,1.733,22.422,22.598,4.625,68728.352,40.709,-0.721,0.964
110,2024,0.351,35.622,-5.083,109.413,40.597,4.638,1.776,22.278,22.228,2.613,71287.805,40.169,2.09,2.452
119,1980,-0.676,,,,,5.625,0.927,23.358,26.279,12.451,11243.209,51.978,-2.208,6.401
119,1981,-0.256,,,,,6.372,1.812,23.525,25.747,10.344,12444.553,51.845,0.08,5.156
119,1982,-0.133,,,,,7.777,-0.057,22.398,24.035,7.354,13124.281,51.532,-0.747,-1.501
119,1983,-0.232,,,,,7.938,3.327,21.382,23.857,4.844,14014.689,51.918,4.266,1.524
119,1984,-0.736,,,,,7.281,4.975,22.753,25.429,4.643,15160.77,52.141,13.561,9.854
119,1985,-0.752,,,,,7.128,3.773,22.209,24.883,3.928,16142.423,52.225,4.245,4.633
119,1986,-0.356,,,,,7.07,3.078,22.227,24.858,2.09,16879.46,52.13,6.299,1.802
119,1987,-0.56,,,,,6.727,3.49,22.565,25.228,2.764,17801.924,51.93,6.986,4.396
119,1988,-0.369,,,,,6.143,4.678,23.798,25.935,3.204,19170.902,52.065,8.278,8.246
119,1989,-0.428,,,,,5.73,3.807,23.613,26.08,4.446,20534.851,52.167,8.16,8.983
119,1990,-0.468,,,,,5.689,2.785,22.914,25.585,4.447,21702.847,51.625,5.489,7.518
119,1991,-0.176,,,,,6.32,1.259,22.971,24.718,4.362,22511.398,51.11,2.429,6.044
119,1992,-0.19,,,,,6.932,2.139,22.215,24.041,3.219,23330.896,46.846,4.108,4.55
119,1993,0.07,,,,,7.094,1.141,21.777,23.452,2.866,23969.143,46.507,-0.09,1.43
119,1994,-0.104,,,,,6.892,3.047,21.971,23.732,2.214,25058.485,46.584,11.183,7.841
119,1995,-0.067,,,,,6.625,2.508,22.373,23.937,2.29,26059.282,46.071,7.842,8.489
119,1996,-0.078,,,,,6.655,2.761,23.464,23.8,2.198,27097.793,45.615,6.603,5.798
119,1997,0.051,,,,,6.437,3.233,23.697,23.644,1.945,28273.835,45.247,9.498,11.402
119,1998,-0.298,,,,,6.265,2.896,23.601,23.577,1.244,29232.436,45.348,7.656,3.804
119,1999,-0.787,,,,,6.064,3.216,23.015,23.62,1.374,30410.47,45.215,8.274,4.218
119,2000,-1.381,,,,,5.658,3.811,23.102,24.027,2.128,32086.58,44.659,11.655,11.094
119,2001,-1.393,35.06,-2.52,74.855,37.063,5.885,1.265,22.02,22.867,1.935,33019.874,44.149,0.086,-1.032
119,2002,-1.415,33.705,-3.943,76.598,37.84,6.452,1.135,20.9,21.95,1.309,33709.967,43.465,1.964,1.355
119,2003,-1.491,33.787,-4.435,79.686,38.504,6.628,1.864,20.35,21.766,1.762,34808.757,42.718,3.62,1.891
119,2004,-1.302,34.143,-4.207,84.887,38.106,6.374,2.882,20.949,22.154,1.986,36559.696,41.801,8.072,8.513
119,2005,-1.711,34.93,-3.524,84.882,38.184,6.17,2.563,21.086,22.604,2.328,38437.73,40.985,6.277,6.015
119,2006,-1.873,35.696,-2.915,82.388,37.906,5.776,2.601,21.753,22.931,2.339,40422.588,39.987,7.546,9.351
119,2007,-1.331,36.095,-3.341,80.697,38.329,5.426,2.075,21.208,22.59,2.167,42130.944,38.805,3.39,5.939
119,2008,-1.607,35.672,-4.675,88.576,40.178,5.864,-0.048,19.679,21.879,3.2,42672.565,37.738,-0.737,1.561
119,2009,-0.642,34.274,-6.393,103.449,44.102,7.995,-3.716,17.685,18.937,-0.068,41117.259,36.574,-11.491,-13.067
119,2010,-0.686,34.113,-7.621,111.571,42.903,8.121,2.884,18.921,19.84,1.385,42602.287,35.802,11.618,12.569
119,2011,-0.772,34.753,-6.5,116.468,42.116,7.625,1.652,19.769,20.486,2.604,43964.319,35.07,4.888,5.985
119,2012,-0.898,34.849,-5.227,120.574,41.298,7.359,1.342,20.122,20.603,1.921,45171.018,34.438,1.391,2.608
119,2013,-0.65,36.307,-3.701,118.177,40.647,7.08,1.539,20.102,20.701,1.333,46427.515,33.855,1.778,1.661
119,2014,-0.649,36.503,-3.041,116.991,40.118,6.364,1.969,20.847,21.123,1.51,47927.054,33.374,4.787,4.186
119,2015,-0.481,36.285,-2.628,116.016,39.305,5.796,2.177,21.053,21.31,0.31,49166.783,33.003,4.352,2.855
119,2016,-0.168,35.982,-2.993,119.119,39.308,5.446,1.583,20.729,21.058,0.784,50160.183,32.5,2.128,1.504
119,2017,0.051,35.786,-3.211,116.985,39.144,4.978,2.357,21.293,21.453,1.759,52051.217,32.058,4.445,4.82
119,2018,-0.17,35.806,-3.322,116.835,39.172,4.535,2.091,21.487,21.822,2.089,54107.157,31.443,3.9,3.013
119,2019,0.054,35.553,-3.897,117.767,39.355,4.273,1.748,21.8,21.902,1.481,56493.088,31.081,1.612,1.131
119,2020,-0.745,36.064,-8.069,139.27,47.667,6.486,-4.216,20.697,21.645,0.792,55363.026,30.653,-10.088,-12.341
119,2021,-0.736,36.946,-7.673,132.166,45.591,5.214,5.787,21.25,22.017,3.334,60733.158,30.133,10.579,8.297
119,2022,-1.998,37.148,-5.305,125.342,41.056,4.073,2.614,20.981,22.83,7.331,66539.664,29.888,9.01,6.785
119,2023,-1.245,34.991,-6.146,123.386,40.903,4.059,1.857,20.319,22.103,4.696,69901.304,29.482,-0.864,1.703
119,2024,-1.167,35.329,-6.013,124.317,41.512,4.301,1.734,20.307,21.859,2.62,72520.464,29.079,1.586,1.28
123,1980,,,,,,4.177,3.644,25.913,28.654,25.571,6759.027,5.746,,
123,1981,,,,,,4.18,4.159,24.885,27.537,15.878,7597.304,5.86,2.449,4.791
123,1982,,,,,,4.58,2.189,24.103,26.794,13.058,8125.406,5.953,0.213,-0.447
123,1983,,,,,,5.269,3.962,24.73,25.888,11.776,8657.962,6.024,-0.153,4.251
123,1984,0.429,,,,,4.966,6.548,27.075,26.718,18.109,9450.204,6.139,8.051,10.847
123,1985,0.699,,,,,4.704,4.363,27.108,26.486,15.905,10073.349,6.182,2.648,4.014
123,1986,0.893,,,,,4.339,5.487,27.944,26.729,5.938,10725.537,6.306,14.322,13.216
123,1987,1.615,,,,,3.864,6.487,28.736,27.061,5.305,11564.922,6.452,11.05,13.382
123,1988,1.415,,,,,3.523,5.472,30.297,28.436,5.659,12474.492,6.508,13.83,11.589
123,1989,0.551,,,,,3.53,4.612,30.233,29.038,6.121,13410.978,6.568,8.269,4.148
123,1990,0.255,,,,,3.712,4.364,29.613,28.891,7.05,14343.888,6.594,7.454,6.347
123,1991,0.652,,,,,4.447,3.745,28.318,27.727,6.258,15163.674,6.678,6.465,7.327
123,1992,0.765,,,,,5.063,3.913,27.8,27.056,3.945,15925.564,6.223,7.545,8.089
123,1993,1.393,,,,,5.611,4.195,28.547,27.075,3.669,16792.628,6.36,5.141,5.822
123,1994,0.742,,,,,5.01,6.159,29.118,28.147,3.88,18000.63,6.559,12.724,10.629
123,1995,0.198,31.171,,,32.907,4.522,5.324,29.632,28.864,3.972,18873.822,7.082,13.627,12.608
123,1996,0.353,31.606,,,32.27,4.675,4.842,29.207,28.454,3.63,19934.124,7.151,7.72,7.553
123,1997,0.986,31.342,-1.167,,31.212,4.874,4.593,29.681,28.308,2.833,21015.717,7.188,7.767,9.084
123,1998,2.943,33.283,-1.186,,33.827,6.194,0.976,29.403,26.219,3.145,21250.789,7.061,-2.417,2.186
123,1999,2.819,32.934,-0.538,,32.419,6.082,5.558,29.288,26.311,0.909,22559.392,7.194,6.765,7.83
123,2000,2.947,34.051,-0.348,34.813,32.265,5.083,5.915,30.126,27.113,2.141,24216.983,7.251,14.551,14.328
123,2001,3.48,32.384,-0.82,35.528,32.0,5.2,2.159,29.161,25.42,2.515,25135.198,7.26,-3.535,-1.316
123,2002,3.375,31.907,-0.936,35.799,32.084,5.202,3.943,28.539,25.018,1.693,26347.373,7.341,5.811,5.507
123,2003,4.264,33.108,-0.539,36.562,33.228,5.449,2.722,29.298,25.087,1.663,27436.446,7.275,7.194,7.595
123,2004,4.105,33.202,-0.726,34.812,32.606,5.293,5.207,29.99,25.861,1.937,29456.075,7.277,13.574,13.855
123,2005,3.822,33.481,0.097,33.795,31.561,5.074,4.157,30.391,26.365,2.104,31446.809,7.245,8.634,8.177
123,2006,4.221,33.521,0.287,33.0,30.854,4.637,4.845,31.306,26.906,2.116,33700.516,7.221,8.707,9.121
123,2007,3.431,33.996,0.766,31.162,30.544,4.156,5.153,31.031,27.534,2.048,36075.71,7.216,8.735,8.4
123,2008,2.836,34.176,-0.635,32.618,32.147,3.983,1.816,30.499,27.428,4.346,37035.523,7.147,4.514,4.259
123,2009,3.92,32.861,-1.982,35.339,34.044,5.275,-0.845,29.011,24.815,1.404,36593.148,7.131,-9.452,-6.78
123,2010,4.697,31.979,-1.93,35.467,32.403,5.152,5.964,31.061,25.868,2.238,38907.576,7.18,15.36,13.502
123,2011,3.863,32.563,-1.644,36.479,32.355,4.664,3.446,30.522,26.451,2.976,40718.36,7.155,7.942,6.973
123,2012,3.964,32.593,-1.477,38.001,32.349,4.604,2.246,30.282,26.313,2.027,42046.9,7.088,4.223,4.646
123,2013,4.721,32.444,-1.591,38.979,32.294,4.581,2.6,30.316,25.558,1.53,43542.532,7.04,4.328,5.006
123,2014,4.84,31.795,-1.306,40.232,31.624,4.588,2.971,30.503,25.655,1.402,45250.196,7.008,1.342,2.232
123,2015,5.281,30.959,-1.098,41.162,30.983,4.464,2.357,30.73,25.185,0.57,46347.624,6.938,2.113,2.204
123,2016,4.846,31.376,-0.559,41.587,30.89,4.349,2.688,30.348,25.294,0.948,47654.537,6.906,2.19,1.862
123,2017,4.527,31.655,-0.101,41.12,30.481,4.151,3.169,30.642,25.813,1.47,49717.773,6.865,5.504,4.251
123,2018,4.323,31.808,-0.039,40.814,30.669,3.973,2.801,30.256,25.846,1.551,51931.977,6.789,3.842,3.985
123,2019,4.559,31.564,-1.32,42.752,31.696,3.929,2.038,30.105,25.468,1.082,53932.81,6.7,-0.821,0.206
123,2020,5.088,31.431,-4.425,49.579,36.126,4.628,-1.599,31.294,25.871,0.477,54481.539,6.8,-6.029,-4.794
123,2021,6.841,32.636,-2.578,49.156,33.73,4.308,5.909,33.306,26.21,2.365,61298.302,6.842,10.63,10.766
123,2022,6.793,33.256,-1.988,48.082,32.55,3.429,2.693,33.32,26.272,5.655,66860.692,6.788,3.171,1.78
123,2023,6.057,32.111,-1.846,49.318,32.221,3.343,1.839,31.885,25.649,4.291,69737.653,6.681,0.225,1.384
123,2024,6.104,32.033,-2.055,49.842,32.484,3.597,2.123,31.204,25.056,2.445,72479.87,6.614,3.827,4.716
163,1980,,,,,,,,,,,,,2.767,3.659
163,1981,,,,,,,,,,,,,-1.993,6.229
163,1982,,,,,,,,,,,,,0.805,0.962
163,1983,,,,,,,,,,,,,0.326,3.046
163,1984,,,,,,,,,,,,,5.533,8.111
163,1985,,,,,,,,,,,,,4.568,4.345
163,1986,,,,,,,,,,,,,5.362,0.495
163,1987,,,,,,,,,,,,,8.01,3.051
163,1988,,,,,,,,,,,,,7.731,6.82
163,1989,,,,,,,,,,,,,9.446,9.142
163,1990,,,,,,,,,,,,,7.641,7.131
163,1991,,44.988,,,50.084,8.21,,22.878,26.06,,,,6.514,6.928
163,1992,,46.113,,,51.255,9.11,1.386,22.263,24.494,3.632,,,3.389,3.439
163,1993,,46.869,,,52.731,9.958,-0.786,21.874,22.312,3.239,,,-5.06,0.447
163,1994,,46.566,,,51.624,10.617,2.498,22.182,23.343,2.72,,,8.667,9.071
163,1995,,45.778,-3.872,71.489,53.109,10.65,2.896,22.581,22.276,2.446,,,8.274,8.414
163,1996,,46.166,-2.761,73.5,50.543,10.8,1.698,22.328,21.62,1.978,,,4.361,5.065
163,1997,0.817,46.212,-2.37,72.969,49.289,10.8,2.692,23.011,21.715,1.569,,,9.514,11.505
163,1998,0.322,45.97,-2.095,72.594,48.458,10.483,2.979,23.233,22.478,1.102,,,10.296,7.138
163,1999,-0.505,46.45,-1.408,71.488,48.035,9.792,2.985,23.238,22.723,1.101,,,7.304,5.295
163,2000,-1.444,45.93,-2.937,69.056,47.27,9.058,3.847,22.669,23.268,2.102,,,11.915,13.103
163,2001,-0.357,45.256,-2.617,68.063,47.268,8.525,2.14,22.698,22.759,2.343,,,2.737,4.219
163,2002,0.601,44.839,-3.015,67.981,47.611,8.758,0.899,22.365,21.696,2.251,,,1.131,2.586
163,2003,0.243,44.761,-2.951,69.243,47.924,9.192,0.736,22.055,21.617,2.081,,,2.982,0.871
163,2004,0.702,44.44,-2.904,69.55,47.333,9.4,2.287,23.013,21.816,2.145,,,6.367,7.624
163,2005,0.105,44.602,-2.55,70.175,47.26,9.233,1.758,22.623,22.086,2.179,,,5.991,5.161
163,2006,-0.164,44.997,-2.217,68.157,46.586,8.5,3.302,23.585,23.088,2.182,,,8.537,8.531
163,2007,0.04,45.151,-2.167,65.793,45.902,7.65,3.003,24.156,23.822,2.135,,,6.807,6.879
163,2008,-1.82,44.911,-3.274,69.458,47.164,7.683,0.433,22.806,23.319,3.273,,,-0.435,0.154
163,2009,-0.3,44.935,-4.475,79.928,51.197,9.65,-4.464,20.705,20.097,0.291,,,-11.654,-12.333
163,2010,-0.319,44.759,-4.531,85.325,51.082,10.267,2.132,21.392,20.675,1.621,,,9.074,10.482
163,2011,-0.348,45.378,-3.548,87.175,49.631,10.308,1.723,22.167,21.252,2.714,,,4.251,6.509
163,2012,0.973,46.465,-1.861,90.631,50.27,11.5,-0.888,21.713,19.747,2.498,,,-1.228,2.246
163,2013,2.055,47.129,-1.05,92.624,50.171,12.142,-0.173,22.192,19.385,1.351,,,1.561,2.43
163,2014,2.289,47.076,-0.663,92.785,49.629,11.725,1.412,22.81,19.72,0.432,,,4.351,4.217
163,2015,2.617,46.684,-0.487,90.878,48.658,10.967,2.085,23.53,20.092,0.193,,,7.556,6.388
163,2016,2.975,46.496,-0.483,89.78,47.981,10.108,1.839,24.001,20.332,0.235,,,3.889,2.756
163,2017,3.121,46.45,-0.532,87.493,47.46,9.125,2.614,24.43,20.895,1.538,,,5.043,5.583
163,2018,2.807,46.647,-0.233,85.566,47.1,8.225,1.753,24.943,21.482,1.755,,,3.803,3.286
163,2019,2.369,46.518,-0.377,83.595,47.072,7.583,1.613,25.482,22.326,1.196,,,4.534,2.826
163,2020,1.659,46.662,-3.912,96.587,53.682,7.967,-6.088,24.48,21.946,0.252,,,-8.431,-9.178
163,2021,2.47,47.068,-3.895,93.985,52.192,7.758,6.214,26.531,22.686,2.588,,,8.91,11.221
163,2022,-0.313,46.779,-3.412,89.862,50.267,6.758,3.316,25.411,23.466,8.384,,,8.009,6.951
163,2023,1.584,46.219,-3.473,87.817,49.81,6.567,0.391,25.525,21.875,5.422,,,-0.733,-0.233
